"","date","hour","crime","long","lat"
"7","2003-05-03","13:00:00","VIOLACION",-99.2385489368,19.336320885
"11","2003-08-29",NA,"VIOLACION",-99.240623293943,19.3637155013768
"17","2003-12-12","12:00:00","VIOLACION",-99.240727841561,19.3521474909968
"36","2004-12-27","11:00:00","VIOLACION",-99.2080803104185,19.3871989341633
"41","2005-03-31","12:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15881,19.38055
"42","2005-04-15","15:00:00","VIOLACION",-99.2577622169409,19.3237470885204
"45","2005-06-15","12:00:00","VIOLACION",-99.2421585461,19.3503855601
"59","2006-06-15","04:00:00","VIOLACION",-99.1769507076106,19.3802643866242
"73","2007-01-01","12:00:00","VIOLACION",-99.1631425538643,19.3847722606539
"119","2008-06-08","23:30:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.15767,19.38789
"125","2008-07-31","14:00:00","VIOLACION",-99.2398515535026,19.3800507442192
"142","2009-05-01","18:00:00","VIOLACION",-99.2150705481776,19.36150617282
"147","2009-07-01","22:30:00","VIOLACION",-99.1327995510144,19.3971855191321
"153","2009-08-05","16:00:00","VIOLACION",-99.1654479163157,19.3871915039965
"158","2009-08-28","17:00:00","VIOLACION",-99.2181868200464,19.3946346674081
"160","2009-09-07","21:45:00","VIOLACION",-99.1751541517,19.3580457055
"183","2010-02-08","18:30:00","VIOLACION",-99.1946375215,19.3961101976
"230","2010-09-03","22:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14992,19.37702
"233","2010-09-26","15:30:00","ROBO A TRANSEUNTE C.V.",-99.18354,19.39543
"251","2011-01-01","16:00:00","VIOLACION",-99.1455300686396,19.3705970813224
"260","2011-03-14","03:00:00","ROBO A NEGOCIO C.V.",-99.20768,19.30703
"266","2011-04-01","12:00:00","VIOLACION",-99.1953234829849,19.3998594254694
"270","2011-05-05","08:45:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15866,19.36722
"281","2011-07-01","15:00:00","VIOLACION",-99.2698665677,19.3163542559
"282","2011-07-06","11:15:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20171,19.30994
"293","2011-10-10","18:00:00","VIOLACION",-99.2674666024664,19.3167306454905
"300","2011-11-13","12:00:00","VIOLACION",-99.2230343824,19.381472024
"306","2011-12-01","12:00:00","VIOLACION",-99.1391698118188,19.3997192598867
"345","2012-05-16","14:45:00","ROBO A TRANSEUNTE C.V.",-99.20721,19.38917
"346","2012-06-01","10:00:00","VIOLACION",-99.229964890991,19.3389968544878
"347","2012-06-01","10:00:00","VIOLACION",-99.2034520941,19.3374211116
"350","2012-06-19","16:30:00","ROBO A TRANSEUNTE C.V.",-99.24571,19.37651
"364","2012-09-04","09:01:00","ROBO A REPARTIDOR C.V.",-99.22391,19.37827
"367","2012-09-08","18:00:00","VIOLACION",-99.1748369807846,19.3580644042486
"368","2012-09-12","21:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1912139702805,19.3493181380814
"394","2013-01-01","09:00:00","VIOLACION",-99.2659661738596,19.313898200533
"396","2013-01-01","12:00:00","VIOLACION",-99.2054636674,19.3870089627
"408","2013-02-14","14:14:00","ROBO A TRANSEUNTE C.V.",-99.2368581902156,19.3670403966106
"415","2013-03-19","17:30:00","VIOLACION",-99.2000847299688,19.3747564932932
"424","2013-07-01","12:30:00","VIOLACION",-99.1584834122081,19.3937268262684
"425","2013-07-04","20:00:00","VIOLACION",-99.2101833669558,19.3793896700539
"431","2013-08-07","09:30:00","VIOLACION",-99.1452543497,19.3712102639
"433","2013-08-15","23:00:00","VIOLACION",-99.1369947341,19.3844356527
"439","2013-10-03","15:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.2611364302655,19.3713183278732
"446","2013-11-13","16:00:00","VIOLACION",-99.2175068590193,19.3488134428968
"457","2014-01-01","15:00:00","VIOLACION",-99.2552646279982,19.3581564458092
"466","2014-01-24","10:30:00","ROBO A TRANSEUNTE C.V.",-99.19851,19.39459
"478","2014-03-02","11:00:00","VIOLACION",-99.247026826472,19.3589517659863
"482","2014-03-14","04:00:00","VIOLACION",-99.1985469741464,19.3906022631941
"499","2014-04-21","06:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.26691,19.32652
"511","2014-06-01","23:00:00","VIOLACION",-99.137149020111,19.3818357097438
"512","2014-06-01","12:00:00","VIOLACION",-99.2048978313,19.3994155659
"513","2014-06-06",NA,"VIOLACION",-99.2044758174099,19.3927171712433
"553","2014-10-18","17:00:00","VIOLACION",-99.2174117944904,19.3729993545748
"568","2014-11-28","23:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19515,19.36582
"574","2014-12-16","00:40:00","ROBO A BORDO DE METRO S.V.",-99.20025,19.3982
"581","2015-01-01","12:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.17447,19.38809
"583","2015-01-01","12:00:00","VIOLACION",-99.1433856047536,19.3781720380146
"600","2015-01-03","20:45:00","ROBO A TRANSEUNTE C.V.",-99.18898,19.39232
"601","2015-01-03","23:50:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19129,19.34652
"604","2015-01-04","11:30:00","ROBO A CUENTAHABIENTE C.V.",-99.16674,19.36756
"606","2015-01-04","16:50:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.13934,19.37642
"622","2015-01-08","09:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14506,19.37701
"640","2015-01-15","02:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.2045,19.33986
"652","2015-01-20","14:05:00","ROBO A BORDO DE MICROBUS C.V.",-99.19167,19.37288
"658","2015-01-20","22:00:00","VIOLACION",-99.1979723831136,19.3660024679275
"663","2015-01-24","16:15:00","ROBO A TRANSEUNTE C.V.",-99.20929,19.39401
"667","2015-01-28","08:45:00","ROBO A BORDO DE TAXI C.V.",-99.17294,19.39275
"674","2015-02-06","21:20:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.19262,19.36278
"675","2015-02-06","18:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.2241,19.36188
"686","2015-02-15","15:00:00","VIOLACION",-99.1740639057084,19.3806376451286
"704","2015-03-18","16:05:00","ROBO A CUENTAHABIENTE C.V.",-99.17619,19.38259
"708","2015-03-24","15:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1668,19.36743
"712","2015-04-01","16:00:00","VIOLACION",-99.2410345012952,19.3617405931902
"728","2015-04-21","11:07:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1926,19.40356
"731","2015-04-27","15:30:00","ROBO A NEGOCIO C.V.",-99.16358,19.36788
"734","2015-05-03","23:10:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.14669,19.37008
"736","2015-05-05","23:00:00","SECUESTRO",-99.1843871043692,19.3958882535955
"742","2015-05-13","15:40:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.2007,19.36146
"757","2015-06-01","21:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19529,19.37435
"761","2015-06-03","13:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19285,19.35244
"768","2015-06-10","22:32:00","ROBO A TRANSEUNTE S.V.",-99.16279,19.35931
"769","2015-06-14","22:00:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.19877,19.35088
"770","2015-06-15","15:30:00","VIOLACION",-99.1769277201771,19.3873241820943
"796","2015-07-23","21:30:00","VIOLACION",-99.2044190166891,19.3555333425144
"798","2015-07-28","00:25:00","HOMICIDIO DOLOSO",-99.19679,19.36155
"806","2015-08-06","02:00:00","VIOLACION",-99.1928951375267,19.3896330409555
"810","2015-08-13",NA,"VIOLACION",-99.1391517080884,19.3961500486239
"814","2015-08-22","23:58:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.22781,19.34239
"818","2015-08-30",NA,"VIOLACION",-99.19634453548,19.3505276158998
"830","2015-09-11","17:00:00","VIOLACION",-99.1562215853422,19.4027699530514
"837","2015-09-15","14:00:00","ROBO A TRANSEUNTE C.V.",-99.15662,19.3895
"840","2015-09-23","02:30:00","ROBO A BORDO DE METRO S.V.",-99.16484,19.37075
"866","2015-10-28","11:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.2118,19.36334
"867","2015-10-30","09:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.17563,19.37282
"886","2015-11-13","19:50:00","ROBO A NEGOCIO C.V.",-99.21314,19.38857
"894","2015-11-15","12:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.16774,19.36595
"896","2015-11-17","15:00:00","ROBO A TRANSEUNTE C.V.",-99.25545,19.32938
"908","2015-11-20","22:28:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1900469999999,19.3519079998335
"914","2015-11-22","13:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15026,19.38766
"915","2015-11-22","17:00:00","VIOLACION",-99.1437605082999,19.4010780980766
"921","2015-11-28","22:12:00","ROBO A NEGOCIO C.V.",-99.13326,19.38847
"941","2015-12-06","11:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19251,19.38052
"964","2015-12-11","11:00:00","ROBO A NEGOCIO C.V.",-99.1696,19.36457
"994","2015-12-16","20:40:00","ROBO A NEGOCIO C.V.",-99.20987,19.39401
"1015","2015-12-19","19:10:00","ROBO A NEGOCIO C.V.",-99.19946,19.37276
"1019","2015-12-20","02:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15547,19.40373
"1044","2015-12-24","19:15:00","ROBO A TRANSEUNTE C.V.",-99.177,19.3801
"1050","2015-12-25","09:30:00","ROBO A TRANSEUNTE C.V.",-99.20409,19.37419
"1058","2015-12-26","09:00:00","VIOLACION",-99.2356614611819,19.3595773806818
"1070","2015-12-29","20:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19289,19.39762
"1074","2015-12-29","11:45:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.18276,19.39375
"1081","2015-12-30","14:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.16939,19.3903
"1089","2015-12-30","20:13:00","ROBO A NEGOCIO C.V.",-99.19315,19.37619
"1094","2015-12-31","22:30:00","HOMICIDIO DOLOSO",-99.13982,19.38095
"1126","2016-01-01","03:25:00","LESIONES POR ARMA DE FUEGO",-99.20915,19.39787
"1134","2016-01-01","17:50:00","HOMICIDIO DOLOSO",-99.25283,19.38218
"1136","2016-01-01","05:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.23432,19.37487
"1151","2016-01-01","08:00:00","ROBO A NEGOCIO C.V.",-99.17898,19.36469
"1168","2016-01-01",NA,"VIOLACION",-99.2667175471662,19.3188594311457
"1186","2016-01-02","15:06:00","ROBO A CASA HABITACI'ON C.V.",-99.18691,19.39315
"1194","2016-01-02","19:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.18972,19.36471
"1208","2016-01-02","02:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.21199,19.38885
"1231","2016-01-02","11:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19793,19.34248
"1239","2016-01-02","22:00:00","VIOLACION",-99.2491937843409,19.3321694653097
"1246","2016-01-03","07:40:00","ROBO A NEGOCIO C.V.",-99.17288,19.39194
"1249","2016-01-03","08:00:00","ROBO A NEGOCIO C.V.",-99.22124,19.36914
"1256","2016-01-03","06:00:00","ROBO A TRANSEUNTE C.V.",-99.19982,19.34129
"1264","2016-01-03","14:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15337,19.37123
"1275","2016-01-03","09:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.18168,19.38528
"1280","2016-01-03","18:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15556,19.36858
"1292","2016-01-03","06:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15428,19.38482
"1295","2016-01-03","21:15:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20507,19.36656
"1303","2016-01-04","06:30:00","ROBO A TRANSEUNTE C.V.",-99.19319,19.37583
"1312","2016-01-04","06:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.22954,19.35989
"1340","2016-01-04","20:20:00","ROBO A TRANSEUNTE C.V.",-99.19559,19.37774
"1347","2016-01-04","20:30:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.18637,19.36769
"1350","2016-01-04","22:50:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.18896,19.35725
"1354","2016-01-04","11:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15792,19.37052
"1374","2016-01-04","23:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20855,19.37849
"1375","2016-01-04","18:30:00","ROBO A NEGOCIO C.V.",-99.22816,19.34183
"1376","2016-01-04","14:00:00","ROBO A REPARTIDOR S.V.",-99.21716,19.38656
"1378","2016-01-04","15:00:00","ROBO A TRANSEUNTE C.V.",-99.21131,19.39585
"1398","2016-01-04","19:00:00","ROBO A NEGOCIO C.V.",-99.2453,19.3797
"1406","2016-01-04","15:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1528,19.36849
"1408","2016-01-04","13:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19015,19.35756
"1412","2016-01-04","18:00:00","VIOLACION",-99.1854619907931,19.3828494128474
"1416","2016-01-05","02:00:00","ROBO A NEGOCIO C.V.",-99.20466,19.34219
"1429","2016-01-05","13:50:00","ROBO A TRANSEUNTE C.V.",-99.1634,19.37017
"1461","2016-01-05","15:30:00","ROBO A CUENTAHABIENTE C.V.",-99.20368,19.35497
"1490","2016-01-05","16:40:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.22517,19.33784
"1491","2016-01-05","19:30:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.20249,19.36531
"1493","2016-01-05","19:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.24945,19.33027
"1495","2016-01-05","21:00:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.24342,19.32909
"1496","2016-01-05","22:30:00","VIOLACION",-99.2185467543627,19.358763893029
"1509","2016-01-06","18:50:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19078,19.3773
"1517","2016-01-06","14:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19659,19.33746
"1523","2016-01-06","19:40:00","ROBO A NEGOCIO C.V.",-99.17992,19.37393
"1524","2016-01-06","13:06:00","ROBO A REPARTIDOR C.V.",-99.20813,19.39626
"1527","2016-01-06","19:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.16946,19.36301
"1539","2016-01-06","10:45:00","ROBO A REPARTIDOR S.V.",-99.18734,19.37843
"1550","2016-01-07","06:40:00","ROBO A NEGOCIO C.V.",-99.20775,19.37917
"1551","2016-01-07","06:48:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1907,19.37813
"1562","2016-01-07","14:50:00","ROBO A CASA HABITACI'ON C.V.",-99.17004,19.38237
"1564","2016-01-07","11:00:00","ROBO A NEGOCIO C.V.",-99.26643,19.37253
"1572","2016-01-07","20:15:00","ROBO A TRANSEUNTE C.V.",-99.13607,19.38883
"1597","2016-01-07","16:30:00","ROBO A NEGOCIO C.V.",-99.21506,19.38777
"1629","2016-01-07","16:00:00","VIOLACION",-99.1701528626643,19.3722910359775
"1638","2016-01-08","11:20:00","ROBO A REPARTIDOR C.V.",-99.24235,19.36469
"1651","2016-01-08","18:19:00","ROBO A NEGOCIO C.V.",-99.13662,19.38095
"1658","2016-01-08","20:10:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.13622,19.38228
"1662","2016-01-08","18:30:00","ROBO A NEGOCIO C.V.",-99.15932,19.3962
"1680","2016-01-08","22:00:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.21548,19.33685
"1688","2016-01-08","07:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14876,19.36377
"1699","2016-01-08","19:10:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14276,19.37596
"1702","2016-01-08","02:45:00","ROBO A NEGOCIO C.V.",-99.1674,19.37352
"1713","2016-01-09","07:30:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.1979,19.40165
"1740","2016-01-09","19:55:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.13716,19.39828
"1743","2016-01-09","23:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.22033,19.36726
"1747","2016-01-09","17:30:00","ROBO A TRANSEUNTE C.V.",-99.20643,19.36553
"1758","2016-01-09","21:05:00","ROBO A NEGOCIO C.V.",-99.1935239999999,19.3725819998335
"1773","2016-01-10","11:15:00","ROBO A NEGOCIO C.V.",-99.23348,19.37096
"1784","2016-01-10","15:10:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19419,19.3886
"1785","2016-01-10","19:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19486,19.34016
"1786","2016-01-10","14:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15167,19.38163
"1799","2016-01-10","08:00:00","ROBO A NEGOCIO C.V.",-99.17066,19.35934
"1800","2016-01-10","13:30:00","ROBO A NEGOCIO C.V.",-99.13701,19.40123
"1804","2016-01-10","19:00:00","ROBO A TRANSEUNTE C.V.",-99.19183,19.344
"1835","2016-01-11","21:30:00","ROBO A CUENTAHABIENTE C.V.",-99.13711,19.39858
"1848","2016-01-11","11:50:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.28671,19.3298
"1853","2016-01-11","12:10:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19134,19.33979
"1864","2016-01-11","10:30:00","ROBO A CUENTAHABIENTE C.V.",-99.19885,19.35658
"1867","2016-01-11","15:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20808,19.39386
"1870","2016-01-11","21:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19571,19.33604
"1878","2016-01-11","10:30:00","ROBO A REPARTIDOR S.V.",-99.16521,19.37769
"1894","2016-01-12","15:50:00","ROBO A TRANSEUNTE C.V.",-99.20529,19.39246
"1901","2016-01-12","08:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14216,19.38215
"1903","2016-01-12","16:30:00","ROBO A CUENTAHABIENTE C.V.",-99.19691,19.34071
"1904","2016-01-12","17:00:00","ROBO A NEGOCIO C.V.",-99.20836,19.39528
"1909","2016-01-12","16:30:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.18188,19.36738
"1922","2016-01-12","02:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14833,19.36056
"1931","2016-01-12","20:40:00","ROBO A NEGOCIO C.V.",-99.21324,19.38835
"1939","2016-01-12","19:33:00","ROBO A NEGOCIO C.V.",-99.26894,19.3278
"1941","2016-01-12","22:30:00","ROBO A BORDO DE MICROBUS C.V.",-99.19277,19.34166
"1951","2016-01-12","11:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14799,19.38769
"1953","2016-01-12","16:00:00","ROBO A CUENTAHABIENTE C.V.",-99.2329,19.3676
"1957","2016-01-12","23:11:00","ROBO A NEGOCIO C.V.",-99.14654,19.38935
"1966","2016-01-13","06:00:00","ROBO A TRANSEUNTE C.V.",-99.21992,19.38619
"1968","2016-01-13","05:45:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.16028,19.38826
"1972","2016-01-13","05:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19837,19.34098
"1982","2016-01-13","10:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15475,19.39271
"1994","2016-01-13","14:00:00","ROBO A NEGOCIO C.V.",-99.20928,19.3585
"1997","2016-01-13","08:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14641,19.39247
"2000","2016-01-13","16:15:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.18915,19.37558
"2007","2016-01-13","22:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19246,19.34028
"2010","2016-01-13","07:15:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14714,19.38668
"2034","2016-01-13","06:00:00","ROBO A BORDO DE TAXI C.V.",-99.17235,19.39391
"2035","2016-01-14","00:30:00","ROBO A NEGOCIO C.V.",-99.14459,19.40241
"2037","2016-01-14","05:30:00","HOMICIDIO DOLOSO",-99.19618,19.37869
"2057","2016-01-14","13:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.13536,19.38066
"2059","2016-01-14","01:42:00","ROBO A TRANSEUNTE C.V.",-99.18856,19.36739
"2061","2016-01-14","14:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20114,19.3764
"2072","2016-01-14","07:50:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.21657,19.31522
"2090","2016-01-14","11:00:00","ROBO A NEGOCIO C.V.",-99.18938,19.34933
"2093","2016-01-14","16:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14895,19.39571
"2098","2016-01-14","20:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19831,19.37182
"2102","2016-01-14","10:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19031,19.36477
"2105","2016-01-14","20:30:00","ROBO A TRANSEUNTE C.V.",-99.19989,19.38087
"2112","2016-01-14","14:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1882419999999,19.3866389998339
"2117","2016-01-14","20:35:00","ROBO A TRANSEUNTE C.V.",-99.16459,19.36312
"2127","2016-01-15","08:10:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20368,19.33837
"2129","2016-01-15","05:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.22694,19.33684
"2131","2016-01-15","07:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19909,19.34202
"2132","2016-01-15","10:30:00","ROBO A REPARTIDOR S.V.",-99.20907,19.33171
"2137","2016-01-15","15:38:00","ROBO A CUENTAHABIENTE C.V.",-99.17959,19.36932
"2138","2016-01-15","13:00:00","ROBO A REPARTIDOR S.V.",-99.16625,19.39366
"2145","2016-01-15","10:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14447,19.40094
"2156","2016-01-15","12:30:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.18973,19.35348
"2164","2016-01-15","22:00:00","ROBO A BORDO DE TAXI C.V.",-99.21543,19.35497
"2167","2016-01-15","22:30:00","ROBO A TRANSEUNTE C.V.",-99.14184,19.36714
"2175","2016-01-15","10:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.13404,19.38583
"2183","2016-01-15","09:00:00","ROBO A TRANSEUNTE C.V.",-99.19281,19.33993
"2203","2016-01-15","12:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.25982,19.37382
"2228","2016-01-16","06:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.22051,19.37996
"2232","2016-01-16","10:00:00","ROBO A REPARTIDOR C.V.",-99.23918,19.35878
"2236","2016-01-16","20:40:00","ROBO A NEGOCIO C.V.",-99.17926,19.37431
"2239","2016-01-16","13:00:00","ROBO A TRANSEUNTE C.V.",-99.20036,19.40191
"2243","2016-01-16","19:15:00","ROBO A NEGOCIO C.V.",-99.19385,19.37757
"2245","2016-01-16","22:15:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.13994,19.391
"2248","2016-01-16","18:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.20222,19.33891
"2277","2016-01-16","17:30:00","ROBO A TRANSEUNTE C.V.",-99.1719,19.39584
"2280","2016-01-16","19:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.18037,19.38005
"2291","2016-01-16","18:00:00","VIOLACION",-99.1487283322306,19.37242482675
"2303","2016-01-17","12:30:00","ROBO A TRANSEUNTE C.V.",-99.19833,19.34858
"2310","2016-01-17","18:30:00","ROBO A TRANSEUNTE C.V.",-99.16323,19.3905
"2321","2016-01-17","08:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.21646,19.37243
"2331","2016-01-17","23:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19926,19.36679
"2333","2016-01-17","10:30:00","ROBO A NEGOCIO C.V.",-99.1806,19.34748
"2336","2016-01-17","11:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.17914,19.3823
"2343","2016-01-17","08:10:00","ROBO A NEGOCIO C.V.",-99.13703,19.39915
"2346","2016-01-17","17:40:00","ROBO A TRANSEUNTE C.V.",-99.19568,19.37464
"2350","2016-01-18","01:15:00","ROBO A NEGOCIO C.V.",-99.17661,19.38554
"2360","2016-01-18","13:50:00","ROBO A TRANSEUNTE C.V.",-99.21285,19.37044
"2364","2016-01-18","14:00:00","ROBO A NEGOCIO C.V.",-99.21854,19.36474
"2370","2016-01-18","13:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19285,19.35244
"2372","2016-01-18","09:00:00","ROBO A REPARTIDOR C.V.",-99.25797,19.35482
"2373","2016-01-18","14:30:00","ROBO A CASA HABITACI'ON C.V.",-99.20673,19.39346
"2378","2016-01-18","16:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.18698,19.38584
"2380","2016-01-18","16:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.13549,19.39026
"2382","2016-01-18","18:15:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.18433,19.35744
"2388","2016-01-18","17:20:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.17882,19.38726
"2390","2016-01-18","09:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.14908,19.3656
"2391","2016-01-18","12:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.15014,19.39756
"2400","2016-01-18","06:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.1604,19.36371
"2409","2016-01-18","20:40:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.17169,19.37247
"2434","2016-01-19","08:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.17009,19.37879
"2500","2016-01-19","15:00:00","ROBO A REPARTIDOR C.V.",-99.22368,19.37712
"2518","2016-01-20","12:00:00","ROBO A REPARTIDOR C.V.",-99.20382,19.37722
"2522","2016-01-20","10:00:00","ROBO A NEGOCIO C.V.",-99.2463,19.3793
"2527","2016-01-20","11:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19622,19.36649
"2529","2016-01-20","17:30:00","ROBO A NEGOCIO C.V.",-99.15404,19.4016
"2531","2016-01-20","06:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.23578,19.38184
"2532","2016-01-20","09:20:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.21221,19.31481
"2551","2016-01-20","20:50:00","ROBO DE VEHICULO AUTOMOTOR C.V.",-99.15493,19.38496
"2555","2016-01-20","21:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.21618,19.38846
"2567","2016-01-20","05:00:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.19908,19.36514
"2569","2016-01-20","04:30:00","ROBO DE VEHICULO AUTOMOTOR S.V.",-99.23514,19.38375
"2586","2016-01-21","03:05:00","ROBO A NEGOCIO C.V.",-99.19623,19.3378
"2618","2016-01-21","14:00:00","ROBO A REPARTIDOR C.V.",-99.24454,19.37738
"2620","2016-01-21","14:00:00","ROBO A CUENTAHABIENTE C.V.",-99.19281,19.36517
